tape_id,loan_id,source_row_index,payment_seq,instalment_no,period_no,event_kind,due_date,due_year_month,due_day_of_month,actual_date,actual_year_month,actual_day_of_month,delay_days,days_past_due,delay_bucket,is_late,is_overdue,is_future_scheduled,type,type_raw,state,state_raw,is_paid,amount_eur,pending_eur,paid_eur,reduces_principal,cum_principal_paid_eur,principal_outstanding_after_eur,implied_annual_rate_pct,is_regular_cash,is_closure_row,is_settlement_marker,is_aborted_settlement,is_duplicate,record_loan_id,record_loan_id_matches,parse_issues
0fd46b6c118d,76669736,18,6,4.0,2.0,schedule,2024-07-20,2024-07,20,2024-07-30,2024-07,30.0,10.0,,1-29,True,False,False,principal,principal,paid with delay,paid with delay,True,22.61,0.0,22.61,True,49.58,279.42,,True,False,False,False,False,76669736,True,
0fd46b6c118d,76669736,18,7,5.0,4.0,schedule,2024-08-20,2024-08,20,2024-08-20,2024-08,20.0,0.0,,on_time,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,2.42,0.0,2.42,True,52.0,277.0,,True,False,False,False,False,76669736,True,
0fd46b6c118d,76669736,18,8,,5.0,schedule,2024-08-22,2024-08,22,2024-08-22,2024-08,22.0,0.0,,on_time,False,False,False,interest,interest,paid on time,paid on time,True,0.23,0.0,0.23,False,,,1.0,True,False,False,False,False,76669736,True,
0fd46b6c118d,76669736,18,9,6.0,5.0,schedule,2024-08-22,2024-08,22,2024-08-22,2024-08,22.0,0.0,,on_time,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,0.01,0.0,0.01,True,52.01,276.99,,True,False,False,False,False,76669736,True,
0fd46b6c118d,76669736,18,10,,3.0,schedule,2024-07-26,2024-07,26,2024-07-26,2024-07,26.0,0.0,,on_time,False,False,False,overdue interest,overdue interest,paid with delay,paid with delay,True,0.06,0.0,0.06,False,,,,True,False,False,False,False,76669736,True,
0fd46b6c118d,76669736,18,11,,,early_repayment,2024-08-22,2024-08,22,2024-08-22,2024-08,22.0,0.0,,on_time,False,False,False,full early repayment,full early repayment,paid on time,paid on time,True,21.86,0.0,21.86,True,73.87,255.13,,False,False,False,False,False,76669736,True,
0fd46b6c118d,76669736,18,12,,,early_repayment,2024-08-22,2024-08,22,2024-08-22,2024-08,22.0,0.0,,on_time,False,False,False,full early repayment,full early repayment,paid on time,paid on time,True,1.91,0.0,1.91,True,75.78,253.22,,False,False,False,False,False,76669736,True,
0fd46b6c118d,76669736,18,13,,,early_repayment,2024-08-22,2024-08,22,2024-08-22,2024-08,22.0,0.0,,on_time,False,False,False,full early repayment,full early repayment,paid on time,paid on time,True,230.46,0.0,230.46,True,306.24,22.76,,False,False,False,False,False,76669736,True,
0fd46b6c118d,78579969,19,0,,1.0,schedule,2022-07-25,2022-07,25,2022-07-26,2022-07,26.0,1.0,,1-29,False,False,False,interest,interest,paid on time,paid on time,True,5.54,0.0,5.54,False,,,12.43,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,1,,2.0,schedule,2022-08-25,2022-08,25,2022-08-29,2022-08,29.0,4.0,,1-29,False,False,False,interest,interest,paid on time,paid on time,True,7.35,0.0,7.35,False,,,17.78,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,2,,3.0,schedule,2022-09-25,2022-09,25,2022-10-03,2022-10,3.0,8.0,,1-29,True,False,False,interest,interest,paid with delay,paid with delay,True,6.76,0.0,6.76,False,,,17.78,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,3,,5.0,schedule,2022-10-25,2022-10,25,2022-10-25,2022-10,25.0,0.0,,on_time,False,False,False,interest,interest,paid on time,paid on time,True,6.16,0.0,6.16,False,,,17.8,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,4,,6.0,schedule,2022-11-25,2022-11,25,2022-11-25,2022-11,25.0,0.0,,on_time,False,False,False,interest,interest,paid on time,paid on time,True,5.54,0.0,5.54,False,,,17.8,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,5,,7.0,schedule,2022-12-25,2022-12,25,2022-12-27,2022-12,27.0,2.0,,1-29,False,False,False,interest,interest,paid on time,paid on time,True,4.91,0.0,4.91,False,,,17.82,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,6,,8.0,schedule,2023-01-25,2023-01,25,2023-02-10,2023-02,10.0,16.0,,1-29,True,False,False,interest,interest,paid with delay,paid with delay,True,4.26,0.0,4.26,False,,,17.82,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,7,,10.0,schedule,2023-02-25,2023-02,25,2023-03-15,2023-03,15.0,18.0,,1-29,True,False,False,interest,interest,paid with delay,paid with delay,True,3.6,0.0,3.6,False,,,17.86,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,8,,12.0,schedule,2023-03-25,2023-03,25,2023-03-25,2023-03,25.0,0.0,,on_time,False,False,False,interest,interest,paid on time,paid on time,True,2.91,0.0,2.91,False,,,17.83,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,9,,13.0,schedule,2023-04-25,2023-04,25,2023-06-09,2023-06,9.0,45.0,,30-59,True,False,False,interest,interest,paid with delay,paid with delay,True,2.22,0.0,2.22,False,,,17.92,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,10,,14.0,schedule,2023-05-25,2023-05,25,2023-06-09,2023-06,9.0,15.0,,1-29,True,False,False,interest,interest,paid with delay,paid with delay,True,1.5,0.0,1.5,False,,,12.11,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,11,,16.0,schedule,2023-06-25,2023-06,25,2023-07-17,2023-07,17.0,22.0,,1-29,True,False,False,interest,interest,paid with delay,paid with delay,True,0.68,0.0,0.68,False,,,8.37,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,12,1.0,1.0,schedule,2022-07-25,2022-07,25,2022-07-26,2022-07,26.0,1.0,,1-29,False,False,False,principal,principal,paid on time,paid on time,True,36.03,0.0,36.03,True,36.03,498.97,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,13,2.0,1.0,schedule,2022-07-25,2022-07,25,2022-07-26,2022-07,26.0,1.0,,1-29,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,2.89,0.0,2.89,True,38.92,496.08,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,14,3.0,2.0,schedule,2022-08-25,2022-08,25,2022-08-29,2022-08,29.0,4.0,,1-29,False,False,False,principal,principal,paid on time,paid on time,True,36.97,0.0,36.97,True,75.89,459.11,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,15,4.0,2.0,schedule,2022-08-25,2022-08,25,2022-08-29,2022-08,29.0,4.0,,1-29,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,2.89,0.0,2.89,True,78.78,456.22,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,16,5.0,3.0,schedule,2022-09-25,2022-09,25,2022-10-03,2022-10,3.0,8.0,,1-29,True,False,False,principal,principal,paid with delay,paid with delay,True,37.94,0.0,37.94,True,116.72,418.28,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,17,6.0,3.0,schedule,2022-09-25,2022-09,25,2022-10-03,2022-10,3.0,8.0,,1-29,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,2.89,0.0,2.89,True,119.61,415.39,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,18,7.0,5.0,schedule,2022-10-25,2022-10,25,2022-10-25,2022-10,25.0,0.0,,on_time,False,False,False,principal,principal,paid on time,paid on time,True,38.93,0.0,38.93,True,158.54,376.46,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,19,8.0,5.0,schedule,2022-10-25,2022-10,25,2022-10-25,2022-10,25.0,0.0,,on_time,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,2.89,0.0,2.89,True,161.43,373.57,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,20,9.0,6.0,schedule,2022-11-25,2022-11,25,2022-11-25,2022-11,25.0,0.0,,on_time,False,False,False,principal,principal,paid on time,paid on time,True,39.95,0.0,39.95,True,201.38,333.62,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,21,10.0,6.0,schedule,2022-11-25,2022-11,25,2022-11-25,2022-11,25.0,0.0,,on_time,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,2.89,0.0,2.89,True,204.27,330.73,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,22,11.0,7.0,schedule,2022-12-25,2022-12,25,2022-12-27,2022-12,27.0,2.0,,1-29,False,False,False,principal,principal,paid on time,paid on time,True,40.99,0.0,40.99,True,245.26,289.74,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,23,12.0,7.0,schedule,2022-12-25,2022-12,25,2022-12-27,2022-12,27.0,2.0,,1-29,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,2.89,0.0,2.89,True,248.15,286.85,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,24,13.0,8.0,schedule,2023-01-25,2023-01,25,2023-02-13,2023-02,13.0,19.0,,1-29,True,False,False,principal,principal,paid with delay,paid with delay,True,42.06,0.0,42.06,True,293.1,241.9,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,25,14.0,8.0,schedule,2023-01-25,2023-01,25,2023-02-10,2023-02,10.0,16.0,,1-29,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,2.89,0.0,2.89,True,251.04,283.96,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,26,15.0,10.0,schedule,2023-02-25,2023-02,25,2023-03-15,2023-03,15.0,18.0,,1-29,True,False,False,principal,principal,paid with delay,paid with delay,True,43.16,0.0,43.16,True,336.26,198.74,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,27,16.0,10.0,schedule,2023-02-25,2023-02,25,2023-03-15,2023-03,15.0,18.0,,1-29,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,2.89,0.0,2.89,True,339.15,195.85,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,28,17.0,12.0,schedule,2023-03-25,2023-03,25,2023-03-26,2023-03,26.0,1.0,,1-29,False,False,False,principal,principal,paid on time,paid on time,True,44.29,0.0,44.29,True,386.33,148.67,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,29,18.0,12.0,schedule,2023-03-25,2023-03,25,2023-03-25,2023-03,25.0,0.0,,on_time,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,2.89,0.0,2.89,True,342.04,192.96,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,30,19.0,13.0,schedule,2023-04-25,2023-04,25,2023-06-09,2023-06,9.0,45.0,,30-59,True,False,False,principal,principal,paid with delay,paid with delay,True,45.44,0.0,45.44,True,431.77,103.23,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,31,20.0,13.0,schedule,2023-04-25,2023-04,25,2023-06-09,2023-06,9.0,45.0,,30-59,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,2.89,0.0,2.89,True,434.66,100.34,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,32,21.0,14.0,schedule,2023-05-25,2023-05,25,2023-07-17,2023-07,17.0,53.0,,30-59,True,False,False,principal,principal,paid with delay,paid with delay,True,46.63,0.0,46.63,True,484.18,50.82,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,33,22.0,14.0,schedule,2023-05-25,2023-05,25,2023-06-09,2023-06,9.0,15.0,,1-29,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,2.89,0.0,2.89,True,437.55,97.45,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,34,23.0,16.0,schedule,2023-06-25,2023-06,25,2023-07-17,2023-07,17.0,22.0,,1-29,True,False,False,principal,principal,paid with delay,paid with delay,True,47.84,0.0,47.84,True,532.02,2.98,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,35,24.0,16.0,schedule,2023-06-25,2023-06,25,2023-07-17,2023-07,17.0,22.0,,1-29,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,2.98,0.0,2.98,True,535.0,0.0,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,36,,9.0,schedule,2023-02-10,2023-02,10,2023-02-10,2023-02,10.0,0.0,,on_time,False,False,False,overdue interest,overdue interest,paid with delay,paid with delay,True,0.33,0.0,0.33,False,,,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,37,,11.0,schedule,2023-03-15,2023-03,15,2023-03-15,2023-03,15.0,0.0,,on_time,False,False,False,overdue interest,overdue interest,paid with delay,paid with delay,True,0.38,0.0,0.38,False,,,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,38,,4.0,schedule,2022-10-03,2022-10,3,2022-10-03,2022-10,3.0,0.0,,on_time,False,False,False,overdue interest,overdue interest,paid with delay,paid with delay,True,0.14,0.0,0.14,False,,,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,39,,15.0,schedule,2023-06-09,2023-06,9,2023-06-09,2023-06,9.0,0.0,,on_time,False,False,False,overdue interest,overdue interest,paid with delay,paid with delay,True,1.04,0.0,1.04,False,,,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,40,,15.0,schedule,2023-06-09,2023-06,9,2023-06-09,2023-06,9.0,0.0,,on_time,False,False,False,overdue interest,overdue interest,paid with delay,paid with delay,True,0.34,0.0,0.34,False,,,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,41,,17.0,schedule,2023-07-17,2023-07,17,2023-07-17,2023-07,17.0,0.0,,on_time,False,False,False,overdue interest,overdue interest,paid with delay,paid with delay,True,0.03,0.0,0.03,False,,,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,42,,17.0,schedule,2023-07-17,2023-07,17,2023-07-17,2023-07,17.0,0.0,,on_time,False,False,False,overdue interest,overdue interest,paid with delay,paid with delay,True,0.52,0.0,0.52,False,,,,True,False,False,False,False,78579969,True,
0fd46b6c118d,78579969,19,43,,,settlement_marker,2023-04-08,2023-04,8,,,,,656.0,overdue_90+,False,True,False,full early repayment,full early repayment,pending,pending,False,8.75,0.0,0.0,False,,,,False,False,True,False,False,78579969,True,
0fd46b6c118d,78579969,19,44,,,aborted_settlement,2023-04-08,2023-04,8,2023-04-08,2023-04,8.0,0.0,,on_time,False,False,False,full early repayment,full early repayment,paid on time,paid on time,True,11.03,0.0,0.0,False,,,,False,False,False,True,False,78579969,True,
0fd46b6c118d,79811839,20,0,,,termination,2023-06-05,2023-06,5,2024-11-18,2024-11,18.0,532.0,,90+,True,False,False,repayment after agreement termination,repayment after agreement termination,paid with delay,paid with delay,True,584.72,0.0,584.72,True,1300.0,0.0,,False,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,1,1.0,22.0,schedule,2023-06-05,2023-06,5,2024-06-14,2024-06,14.0,375.0,,90+,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,49.05,0.0,49.05,True,715.28,584.72,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,2,,22.0,schedule,2023-06-05,2023-06,5,2024-06-14,2024-06,14.0,375.0,,90+,True,False,False,interest,interest,paid with delay,paid with delay,True,24.53,0.0,24.53,False,,,29.6,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,3,,1.0,schedule,2022-02-15,2022-02,15,2022-03-04,2022-03,4.0,17.0,,1-29,True,False,False,interest,interest,paid with delay,paid with delay,True,8.28,0.0,8.28,False,,,7.64,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,4,,3.0,schedule,2022-03-15,2022-03,15,2022-03-15,2022-03,15.0,0.0,,on_time,False,False,False,interest,interest,paid on time,paid on time,True,20.07,0.0,20.07,False,,,19.12,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,5,,4.0,schedule,2022-04-15,2022-04,15,2022-04-19,2022-04,19.0,4.0,,1-29,False,False,False,interest,interest,paid on time,paid on time,True,19.43,0.0,19.43,False,,,18.59,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,6,,6.0,schedule,2022-05-15,2022-05,15,2022-09-14,2022-09,14.0,122.0,,90+,True,False,False,interest,interest,paid with delay,paid with delay,True,18.77,0.0,18.77,False,,,19.17,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,7,,7.0,schedule,2022-06-15,2022-06,15,2022-09-14,2022-09,14.0,91.0,,90+,True,False,False,interest,interest,paid with delay,paid with delay,True,18.09,0.0,18.09,False,,,18.47,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,8,,8.0,schedule,2022-07-15,2022-07,15,2022-10-12,2022-10,12.0,89.0,,60-89,True,False,False,interest,interest,paid with delay,paid with delay,True,17.39,0.0,17.39,False,,,17.76,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,9,,9.0,schedule,2022-08-15,2022-08,15,2022-11-15,2022-11,15.0,92.0,,90+,True,False,False,interest,interest,paid with delay,paid with delay,True,16.68,0.0,16.68,False,,,17.03,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,10,,11.0,schedule,2022-09-15,2022-09,15,2024-05-20,2024-05,20.0,613.0,,90+,True,False,False,interest,interest,paid with delay,paid with delay,True,15.95,0.0,15.95,False,,,16.99,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,11,,13.0,schedule,2022-10-15,2022-10,15,2024-05-20,2024-05,20.0,583.0,,90+,True,False,False,interest,interest,paid with delay,paid with delay,True,15.19,0.0,15.19,False,,,16.85,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,12,,14.0,schedule,2022-11-15,2022-11,15,2024-05-20,2024-05,20.0,552.0,,90+,True,False,False,interest,interest,paid with delay,paid with delay,True,14.42,0.0,14.42,False,,,15.99,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,13,,16.0,schedule,2022-12-15,2022-12,15,2024-05-20,2024-05,20.0,522.0,,90+,True,False,False,interest,interest,paid with delay,paid with delay,True,13.63,0.0,13.63,False,,,15.78,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,14,,18.0,schedule,2023-01-15,2023-01,15,2024-05-20,2024-05,20.0,491.0,,90+,True,False,False,interest,interest,paid with delay,paid with delay,True,12.81,0.0,12.81,False,,,15.46,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,15,,19.0,schedule,2023-02-15,2023-02,15,2024-05-20,2024-05,20.0,460.0,,90+,True,False,False,interest,interest,paid with delay,paid with delay,True,11.98,0.0,11.98,False,,,14.46,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,16,,21.0,schedule,2023-03-15,2023-03,15,2024-05-20,2024-05,20.0,432.0,,90+,True,False,False,interest,interest,paid with delay,paid with delay,True,11.11,0.0,11.11,False,,,13.41,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,17,2.0,1.0,schedule,2022-02-15,2022-02,15,2022-03-04,2022-03,4.0,17.0,,1-29,True,False,False,principal,principal,paid with delay,paid with delay,True,35.74,0.0,35.74,True,35.74,1264.26,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,18,3.0,1.0,schedule,2022-02-15,2022-02,15,2022-03-04,2022-03,4.0,17.0,,1-29,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,40.64,1259.36,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,19,4.0,3.0,schedule,2022-03-15,2022-03,15,2022-04-19,2022-04,19.0,35.0,,30-59,True,False,False,principal,principal,paid with delay,paid with delay,True,36.7,0.0,36.7,True,82.24,1217.76,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,20,5.0,3.0,schedule,2022-03-15,2022-03,15,2022-03-15,2022-03,15.0,0.0,,on_time,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,4.9,0.0,4.9,True,45.54,1254.46,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,21,6.0,4.0,schedule,2022-04-15,2022-04,15,2022-04-19,2022-04,19.0,4.0,,1-29,False,False,False,principal,principal,paid on time,paid on time,True,37.68,0.0,37.68,True,119.92,1180.08,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,22,7.0,4.0,schedule,2022-04-15,2022-04,15,2022-04-19,2022-04,19.0,4.0,,1-29,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,4.9,0.0,4.9,True,124.82,1175.18,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,23,8.0,6.0,schedule,2022-05-15,2022-05,15,2022-09-14,2022-09,14.0,122.0,,90+,True,False,False,principal,principal,paid with delay,paid with delay,True,38.69,0.0,38.69,True,163.51,1136.49,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,24,9.0,6.0,schedule,2022-05-15,2022-05,15,2022-09-14,2022-09,14.0,122.0,,90+,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,168.41,1131.59,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,25,10.0,7.0,schedule,2022-06-15,2022-06,15,2022-10-12,2022-10,12.0,119.0,,90+,True,False,False,principal,principal,paid with delay,paid with delay,True,39.73,0.0,39.73,True,213.04,1086.96,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,26,11.0,7.0,schedule,2022-06-15,2022-06,15,2022-09-14,2022-09,14.0,91.0,,90+,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,173.31,1126.69,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,27,12.0,8.0,schedule,2022-07-15,2022-07,15,2022-11-15,2022-11,15.0,123.0,,90+,True,False,False,principal,principal,paid with delay,paid with delay,True,40.8,0.0,40.8,True,258.74,1041.26,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,28,13.0,8.0,schedule,2022-07-15,2022-07,15,2022-10-12,2022-10,12.0,89.0,,60-89,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,217.94,1082.06,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,29,14.0,9.0,schedule,2022-08-15,2022-08,15,2023-01-02,2023-01,2.0,140.0,,90+,True,False,False,principal,principal,paid with delay,paid with delay,True,41.89,0.0,41.89,True,305.53,994.47,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,30,15.0,9.0,schedule,2022-08-15,2022-08,15,2022-11-15,2022-11,15.0,92.0,,90+,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,263.64,1036.36,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,31,16.0,11.0,schedule,2022-09-15,2022-09,15,2024-05-20,2024-05,20.0,613.0,,90+,True,False,False,principal,principal,paid with delay,paid with delay,True,43.01,0.0,43.01,True,348.54,951.46,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,32,17.0,11.0,schedule,2022-09-15,2022-09,15,2024-05-20,2024-05,20.0,613.0,,90+,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,353.44,946.56,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,33,18.0,13.0,schedule,2022-10-15,2022-10,15,2024-05-20,2024-05,20.0,583.0,,90+,True,False,False,principal,principal,paid with delay,paid with delay,True,44.17,0.0,44.17,True,397.61,902.39,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,34,19.0,13.0,schedule,2022-10-15,2022-10,15,2024-05-20,2024-05,20.0,583.0,,90+,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,402.51,897.49,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,35,20.0,14.0,schedule,2022-11-15,2022-11,15,2024-05-20,2024-05,20.0,552.0,,90+,True,False,False,principal,principal,paid with delay,paid with delay,True,45.35,0.0,45.35,True,447.86,852.14,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,36,21.0,14.0,schedule,2022-11-15,2022-11,15,2024-05-20,2024-05,20.0,552.0,,90+,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,452.76,847.24,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,37,22.0,16.0,schedule,2022-12-15,2022-12,15,2024-05-20,2024-05,20.0,522.0,,90+,True,False,False,principal,principal,paid with delay,paid with delay,True,46.56,0.0,46.56,True,499.32,800.68,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,38,23.0,16.0,schedule,2022-12-15,2022-12,15,2024-05-20,2024-05,20.0,522.0,,90+,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,504.22,795.78,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,39,24.0,18.0,schedule,2023-01-15,2023-01,15,2024-05-20,2024-05,20.0,491.0,,90+,True,False,False,principal,principal,paid with delay,paid with delay,True,47.81,0.0,47.81,True,552.03,747.97,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,40,25.0,18.0,schedule,2023-01-15,2023-01,15,2024-05-20,2024-05,20.0,491.0,,90+,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,556.93,743.07,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,41,26.0,19.0,schedule,2023-02-15,2023-02,15,2024-05-20,2024-05,20.0,460.0,,90+,True,False,False,principal,principal,paid with delay,paid with delay,True,49.09,0.0,49.09,True,606.02,693.98,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,42,27.0,19.0,schedule,2023-02-15,2023-02,15,2024-05-20,2024-05,20.0,460.0,,90+,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,610.92,689.08,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,43,28.0,21.0,schedule,2023-03-15,2023-03,15,2024-05-20,2024-05,20.0,432.0,,90+,True,False,False,principal,principal,paid with delay,paid with delay,True,50.41,0.0,50.41,True,661.33,638.67,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,44,29.0,21.0,schedule,2023-03-15,2023-03,15,2024-05-20,2024-05,20.0,432.0,,90+,True,False,False,contract fee repayment,contract fee repayment,paid with delay,paid with delay,True,4.9,0.0,4.9,True,666.23,633.77,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,45,,10.0,schedule,2022-09-14,2022-09,14,2022-09-14,2022-09,14.0,0.0,,on_time,False,False,False,overdue interest,overdue interest,paid with delay,paid with delay,True,1.34,0.0,1.34,False,,,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,46,,10.0,schedule,2022-09-14,2022-09,14,2022-09-14,2022-09,14.0,0.0,,on_time,False,False,False,overdue interest,overdue interest,paid with delay,paid with delay,True,1.37,0.0,1.37,False,,,,True,False,False,False,False,79811839,True,
0fd46b6c118d,79811839,20,47,,10.0,schedule,2022-09-14,2022-09,14,2022-10-12,2022-10,12.0,28.0,,1-29,True,False,False,overdue interest,overdue interest,paid with delay,paid with delay,True,1.41,0.0,1.41,False,,,,True,False,False,False,False,79811839,True,
