tape_id,as_of_date,loan_id,source_row_index,loan_status,loan_type,loan_amount_eur,interest_rate_pct,loan_term_months,disbursal_date,expected_repayment_date,diary_readable,diary_truncated,diary_raw_chars,records_parsed,records_salvaged,dropped_tail_chars,parse_error,regular_rows,paid_rows,open_rows,closure_rows,duplicate_rows,early_repayment_rows,termination_rows,rows_with_parse_issues,periods_in_diary,periods_with_interest_row,periods_with_principal_row,periods_interest_without_principal,first_due_date,last_due_date,schedule_months_beyond_diary,first_actual_date,last_actual_date,next_due_date,overdue_open_rows,overdue_open_eur,max_days_past_due,paid_late_rows,paid_late_share,median_delay_days,worst_delay_days,longest_late_streak,delay_trend_days,usual_due_day,usual_paid_day,principal_paid_eur,principal_via_closure_eur,fee_paid_eur,interest_paid_eur,overdue_interest_paid_eur,settlement_cash_eur,pending_eur,principal_outstanding_end_eur,summary_repaid_principal_eur,summary_outstanding_principal_eur,summary_repaid_interest_eur,summary_days_late
0fd46b6c118d,2025-01-23,43986823,62,granted,instalment,6486.0,22.0,76,2025-01-14,2031-04-20,True,True,32767,198,198,73,,198,3,195,0,0,0,0,0,76,76,61,15,2025-01-20,2031-04-20,0,2025-01-20,2025-01-20,2025-02-20,0,0.0,,0,0.0,0.0,0.0,0,,20.0,20.0,35.21,0.0,7.68,21.64,0.0,0.0,9426.16,6443.11,42.89,6443.16,21.64,0
0fd46b6c118d,2025-01-23,25372336,63,granted,instalment,650.0,18.0,84,2023-08-17,2030-08-17,True,True,32767,197,197,103,,197,51,146,0,0,0,0,0,84,84,56,28,2023-09-17,2030-08-17,0,2023-09-17,2025-01-17,2025-02-17,0,0.0,,0,0.0,0.0,0.0,0,0.0,17.0,17.0,62.5,0.0,11.56,144.0,0.0,0.0,581.6,575.94,74.06,575.94,144.0,0
0fd46b6c118d,2025-01-23,34699374,64,granted,instalment,3290.0,18.0,60,2024-02-26,2029-02-26,True,False,30011,180,0,0,,180,30,150,0,0,0,0,0,60,60,60,0,2024-03-26,2029-02-26,0,2024-03-26,2024-12-26,2025-01-26,0,0.0,,0,0.0,0.0,0.0,0,0.0,26.0,26.0,262.96,0.0,48.2,433.09,0.0,0.0,4216.02,2978.84,311.16,2978.84,433.09,0
0fd46b6c118d,2025-01-23,94146169,65,granted,instalment,625.0,11.0,84,2023-09-20,2030-09-20,True,True,32767,197,197,146,,197,48,149,0,0,0,0,0,83,83,57,26,2023-10-20,2030-08-20,1,2023-10-20,2025-01-20,2025-02-20,0,0.0,,0,0.0,0.0,0.0,0,0.0,20.0,20.0,64.31,0.0,4.64,83.75,0.0,0.0,465.61,556.05,68.95,556.05,83.75,0
0fd46b6c118d,2025-01-23,32742879,66,granted,instalment,3616.0,14.0,60,2024-11-28,2029-11-28,True,False,29740,180,0,0,,180,3,177,0,0,0,0,0,60,60,60,0,2024-12-28,2029-11-28,0,2024-12-28,2024-12-28,2025-01-28,0,0.0,,0,0.0,0.0,0.0,0,,28.0,28.0,30.52,0.0,5.42,38.38,0.0,0.0,4917.45,3580.06,35.94,3579.92,38.38,0
0fd46b6c118d,2025-01-23,26165342,67,granted,instalment,20500.0,13.0,84,2023-01-18,2030-01-18,True,True,32767,194,194,3,,194,72,122,0,0,0,0,0,84,84,55,29,2023-02-18,2030-01-18,0,2023-02-18,2025-01-18,2025-02-18,0,0.0,,0,0.0,0.0,0.0,0,0.0,18.0,18.0,3259.66,0.0,465.6,4525.24,0.0,0.0,12853.05,16774.74,3725.26,16774.74,4525.24,0
0fd46b6c118d,2025-01-23,95814762,68,granted,instalment,4795.0,11.0,120,2024-01-12,2034-01-12,True,True,32767,198,198,104,,198,36,162,0,0,0,0,0,119,119,39,80,2024-02-12,2033-12-12,1,2024-02-12,2025-01-12,2025-02-12,0,0.0,,0,0.0,0.0,0.0,0,0.0,12.0,12.0,212.7,0.0,19.08,495.92,0.0,0.0,3329.13,4563.22,231.78,4563.22,495.92,0
0fd46b6c118d,2025-01-23,51247328,69,granted,deferred annuity,153.0,25.0,36,2024-04-17,2027-04-17,True,False,9974,62,0,0,,62,9,53,0,0,0,0,0,36,26,36,0,2024-05-17,2027-04-17,0,2024-05-17,2025-01-17,2025-02-17,0,0.0,,0,0.0,0.0,0.0,0,0.0,17.0,17.0,38.25,0.0,0.0,0.0,0.0,0.0,150.22,114.75,38.25,114.74,0.0,0
0fd46b6c118d,2025-01-23,13616691,70,granted,deferred annuity,5000.0,19.0,24,2023-02-02,2025-02-02,True,False,6990,41,0,0,,41,39,2,0,0,0,0,0,21,21,20,1,2023-06-02,2025-02-02,0,2023-06-05,2025-01-02,2025-02-02,0,0.0,,0,0.0,0.0,4.0,0,0.5,2.0,2.0,4709.72,0.0,0.0,1188.08,0.0,0.0,294.89,290.28,4709.72,290.28,1188.08,0
0fd46b6c118d,2025-01-23,29492418,71,granted,instalment,4500.0,14.0,48,2024-03-15,2028-03-15,True,False,24085,144,0,0,,144,30,114,0,0,0,0,0,48,48,48,0,2024-04-15,2028-03-15,0,2024-04-15,2025-01-15,2025-02-15,0,0.0,,0,0.0,0.0,1.0,0,-0.2,15.0,15.0,592.51,0.0,74.5,453.22,0.0,0.0,4730.46,3832.99,667.01,3832.99,453.22,0
